#Chromosome,GapStart,GapStop,RegionID,MeanGapCoverage,RegionInterval,GapInterval
chr14,64701667,64701878,ESR2.chr14.64701678.64701868,9.6,chr14:64701667-64701878,chr14:64701667-64701878
chr14,64716253,64716407,ESR2.chr14.64716264.64716397,0.0,chr14:64716253-64716407,chr14:64716253-64716407
chr14,64727156,64727476,ESR2.chr14.64727167.64727466,9.8,chr14:64727156-64727476,chr14:64727156-64727476
chr14,64735502,64735639,ESR2.chr14.64735513.64735629,0.0,chr14:64735502-64735639,chr14:64735502-64735639
chr14,64746688,64746881,ESR2.chr14.64746699.64746871,6.9,chr14:64746688-64746881,chr14:64746688-64746881
chr14,64749331,64749713,ESR2.chr14.64749342.64749703,4.9,chr14:64749331-64749713,chr14:64749331-64749713
chr14,64877797,64877807,MTHFD1.chr14.64877807.64877867,18.3,chr14:64877797-64877877,chr14:64877797-64877807
chr14,64877819,64877877,MTHFD1.chr14.64877807.64877867,16.2,chr14:64877797-64877877,chr14:64877819-64877877
chr14,64879220,64879253,MTHFD1.chr14.64879189.64879243,16.9,chr14:64879179-64879253,chr14:64879220-64879253
chr14,64882435,64882441,MTHFD1.chr14.64882356.64882457,19.0,chr14:64882346-64882467,chr14:64882435-64882441
chr14,64882443,64882467,MTHFD1.chr14.64882356.64882457,17.3,chr14:64882346-64882467,chr14:64882443-64882467
chr14,64891614,64891659,MTHFD1.chr14.64891521.64891649,8.7,chr14:64891511-64891659,chr14:64891614-64891659
chr14,64892437,64892451,MTHFD1.chr14.64892447.64892545,16.6,chr14:64892437-64892555,chr14:64892437-64892451
chr14,64892909,64892909,MTHFD1.chr14.64892736.64892910,19.0,chr14:64892726-64892920,chr14:64892909-64892909
chr14,64902276,64902293,MTHFD1.chr14.64902286.64902389,17.7,chr14:64902276-64902399,chr14:64902276-64902293
chr14,64905803,64905807,MTHFD1.chr14.64905813.64905890,19.0,chr14:64905803-64905900,chr14:64905803-64905807
chr14,64905884,64905900,MTHFD1.chr14.64905813.64905890,15.7,chr14:64905803-64905900,chr14:64905884-64905900
chr14,64906833,64906842,MTHFD1.chr14.64906843.64906984,18.0,chr14:64906833-64906994,chr14:64906833-64906842
chr14,64908158,64908181,MTHFD1.chr14.64908102.64908171,16.7,chr14:64908092-64908181,chr14:64908158-64908181
chr14,64916298,64916350,MTHFD1.chr14.64916162.64916340,12.4,chr14:64916152-64916350,chr14:64916298-64916350
chr14,64920573,64920579,MTHFD1.chr14.64920471.64920579,18.6,chr14:64920461-64920589,chr14:64920573-64920579
chr14,64920584,64920589,MTHFD1.chr14.64920471.64920579,17.7,chr14:64920461-64920589,chr14:64920584-64920589
chr14,65216115,65216201,SPTB.chr14.65216023.65216191,10.0,chr14:65216013-65216201,chr14:65216115-65216201
chr14,65216861,65216882,SPTB.chr14.65216698.65216872,13.9,chr14:65216688-65216882,chr14:65216861-65216882
chr14,65220244,65220250,SPTB.chr14.65220254.65220511,19.0,chr14:65220244-65220521,chr14:65220244-65220250
chr14,65237811,65237857,SPTB.chr14.65237602.65237847,17.7,chr14:65237592-65237857,chr14:65237811-65237857
chr14,65239287,65239384,SPTB.chr14.65239297.65239672,10.6,chr14:65239287-65239682,chr14:65239287-65239384
chr14,65239554,65239570,SPTB.chr14.65239297.65239672,19.0,chr14:65239287-65239682,chr14:65239554-65239570
chr14,65239597,65239682,SPTB.chr14.65239297.65239672,11.7,chr14:65239287-65239682,chr14:65239597-65239682
chr14,65240127,65240135,SPTB.chr14.65239937.65240142,18.9,chr14:65239927-65240152,chr14:65240127-65240135
chr14,65240137,65240148,SPTB.chr14.65239937.65240142,19.0,chr14:65239927-65240152,chr14:65240137-65240148
chr14,65241104,65241255,SPTB.chr14.65241114.65241245,11.7,chr14:65241104-65241255,chr14:65241104-65241255
chr14,65242072,65242131,SPTB.chr14.65241842.65242121,12.3,chr14:65241832-65242131,chr14:65242072-65242131
chr14,65246432,65246441,SPTB.chr14.65246442.65246649,16.1,chr14:65246432-65246659,chr14:65246432-65246441
chr14,65262044,65262048,SPTB.chr14.65262054.65262357,18.4,chr14:65262044-65262367,chr14:65262044-65262048
chr14,65262351,65262367,SPTB.chr14.65262054.65262357,15.6,chr14:65262044-65262367,chr14:65262351-65262367
chr14,65263264,65263302,SPTB.chr14.65263274.65263433,17.8,chr14:65263264-65263443,chr14:65263264-65263302
chr14,65263304,65263307,SPTB.chr14.65263274.65263433,19.0,chr14:65263264-65263443,chr14:65263304-65263307
chr14,65263309,65263316,SPTB.chr14.65263274.65263433,19.0,chr14:65263264-65263443,chr14:65263309-65263316
chr14,65263320,65263325,SPTB.chr14.65263274.65263433,19.0,chr14:65263264-65263443,chr14:65263320-65263325
chr14,65263330,65263337,SPTB.chr14.65263274.65263433,17.9,chr14:65263264-65263443,chr14:65263330-65263337
chr14,65263345,65263443,SPTB.chr14.65263274.65263433,15.2,chr14:65263264-65263443,chr14:65263345-65263443
chr14,65264436,65264437,SPTB.chr14.65264446.65264564,18.0,chr14:65264436-65264574,chr14:65264436-65264437
chr14,65267463,65267503,SPTB.chr14.65267473.65267586,16.1,chr14:65267463-65267596,chr14:65267463-65267503
chr14,65271646,65271663,SPTB.chr14.65271656.65271808,13.8,chr14:65271646-65271818,chr14:65271646-65271663
chr14,65289654,65289678,SPTB.chr14.65289664.65289812,15.0,chr14:65289654-65289822,chr14:65289654-65289678
chr14,65289822,65289822,SPTB.chr14.65289664.65289812,19.0,chr14:65289654-65289822,chr14:65289822-65289822
chr14,65544510,65544516,MAX.chr14.65544520.65544754,17.3,chr14:65544510-65544764,chr14:65544510-65544516
chr14,65568253,65568300,MAX.chr14.65568263.65568290,15.8,chr14:65568253-65568300,chr14:65568253-65568300
chr14,66028409,66028494,FUT8.chr14.66028282.66028484,14.2,chr14:66028271-66028494,chr14:66028409-66028494
chr14,67147814,67147913,GPHN.chr14.67147824.67147903,7.3,chr14:67147814-67147913,chr14:67147814-67147913
chr14,67389372,67389406,GPHN.chr14.67389382.67389655,10.3,chr14:67389372-67389665,chr14:67389372-67389406
chr14,67390970,67391019,GPHN.chr14.67390910.67391009,13.9,chr14:67390900-67391019,chr14:67390970-67391019
chr14,67432009,67432052,GPHN.chr14.67431907.67432042,12.0,chr14:67431897-67432052,chr14:67432009-67432052
chr14,67525355,67525361,GPHN.chr14.67525365.67525503,18.3,chr14:67525355-67525513,chr14:67525355-67525361
chr14,67525483,67525513,GPHN.chr14.67525365.67525503,16.7,chr14:67525355-67525513,chr14:67525483-67525513
chr14,67555785,67555802,GPHN.chr14.67555699.67555792,17.1,chr14:67555689-67555802,chr14:67555785-67555802
chr14,67578634,67578646,GPHN.chr14.67578577.67578636,16.7,chr14:67578567-67578646,chr14:67578634-67578646
chr14,67579724,67579729,GPHN.chr14.67579734.67579888,17.7,chr14:67579724-67579898,chr14:67579724-67579729
chr14,67588962,67589011,GPHN.chr14.67588972.67589094,18.4,chr14:67588962-67589104,chr14:67588962-67589011
chr14,67589014,67589030,GPHN.chr14.67588972.67589094,18.5,chr14:67588962-67589104,chr14:67589014-67589030
chr14,67589044,67589104,GPHN.chr14.67588972.67589094,15.1,chr14:67588962-67589104,chr14:67589044-67589104
chr14,67610068,67610069,GPHN.chr14.67610078.67610166,18.0,chr14:67610068-67610176,chr14:67610068-67610069
chr14,67610108,67610176,GPHN.chr14.67610078.67610166,11.8,chr14:67610068-67610176,chr14:67610108-67610176
chr14,67626121,67626135,GPHN.chr14.67626131.67626205,17.3,chr14:67626121-67626215,chr14:67626121-67626135
chr14,67631868,67631953,GPHN.chr14.67631878.67631943,7.4,chr14:67631868-67631953,chr14:67631868-67631953
chr14,68195897,68195939,RDH12.chr14.68195907.68196097,12.0,chr14:68195897-68196107,chr14:68195897-68195939
chr14,68196099,68196107,RDH12.chr14.68195907.68196097,17.0,chr14:68195897-68196107,chr14:68196099-68196107
chr14,68219050,68219118,ZFYVE26.chr14.68219060.68219243,15.3,chr14:68219050-68219253,chr14:68219050-68219118
chr14,68219226,68219253,ZFYVE26.chr14.68219060.68219243,18.4,chr14:68219050-68219253,chr14:68219226-68219253
chr14,68221757,68221803,ZFYVE26.chr14.68221767.68221967,15.1,chr14:68221757-68221977,chr14:68221757-68221803
chr14,68222654,68222654,ZFYVE26.chr14.68222664.68222862,19.0,chr14:68222654-68222872,chr14:68222654-68222654
chr14,68228909,68228914,ZFYVE26.chr14.68228919.68229129,16.8,chr14:68228909-68229139,chr14:68228909-68228914
chr14,68232933,68232945,ZFYVE26.chr14.68232943.68233164,18.0,chr14:68232933-68233174,chr14:68232933-68232945
chr14,68233121,68233174,ZFYVE26.chr14.68232943.68233164,14.6,chr14:68232933-68233174,chr14:68233121-68233174
chr14,68234559,68234567,ZFYVE26.chr14.68234420.68234557,9.9,chr14:68234410-68234567,chr14:68234559-68234567
chr14,68236300,68236379,ZFYVE26.chr14.68236310.68236447,16.3,chr14:68236300-68236457,chr14:68236300-68236379
chr14,68236389,68236457,ZFYVE26.chr14.68236310.68236447,13.0,chr14:68236300-68236457,chr14:68236389-68236457
chr14,68238928,68238937,ZFYVE26.chr14.68238763.68238927,17.1,chr14:68238753-68238937,chr14:68238928-68238937
chr14,68241738,68241743,ZFYVE26.chr14.68241732.68241831,19.0,chr14:68241722-68241841,chr14:68241738-68241743
chr14,68241789,68241811,ZFYVE26.chr14.68241732.68241831,17.3,chr14:68241722-68241841,chr14:68241789-68241811
chr14,68241828,68241841,ZFYVE26.chr14.68241732.68241831,17.7,chr14:68241722-68241841,chr14:68241828-68241841
chr14,68242800,68242833,ZFYVE26.chr14.68242576.68242823,15.9,chr14:68242566-68242833,chr14:68242800-68242833
chr14,68244965,68244975,ZFYVE26.chr14.68244842.68244965,13.1,chr14:68244832-68244975,chr14:68244965-68244975
chr14,68248039,68248040,ZFYVE26.chr14.68248049.68248246,16.0,chr14:68248039-68248256,chr14:68248039-68248040
chr14,68248191,68248256,ZFYVE26.chr14.68248049.68248246,15.1,chr14:68248039-68248256,chr14:68248191-68248256
chr14,68249486,68249490,ZFYVE26.chr14.68249496.68250242,17.4,chr14:68249486-68250252,chr14:68249486-68249490
chr14,68256265,68256325,ZFYVE26.chr14.68256051.68256315,14.1,chr14:68256041-68256325,chr14:68256265-68256325
chr14,68260314,68260369,ZFYVE26.chr14.68260324.68260476,14.4,chr14:68260314-68260486,chr14:68260314-68260369
chr14,68264720,68264809,ZFYVE26.chr14.68264730.68265339,15.8,chr14:68264720-68265349,chr14:68264720-68264809
chr14,68264816,68264826,ZFYVE26.chr14.68264730.68265339,18.7,chr14:68264720-68265349,chr14:68264816-68264826
chr14,68264836,68264836,ZFYVE26.chr14.68264730.68265339,19.0,chr14:68264720-68265349,chr14:68264836-68264836
chr14,68268785,68268786,ZFYVE26.chr14.68268795.68268999,19.0,chr14:68268785-68269009,chr14:68268785-68268786
chr14,68268789,68268793,ZFYVE26.chr14.68268795.68268999,19.0,chr14:68268785-68269009,chr14:68268789-68268793
chr14,68268814,68268823,ZFYVE26.chr14.68268795.68268999,19.0,chr14:68268785-68269009,chr14:68268814-68268823
chr14,68270985,68270991,ZFYVE26.chr14.68270817.68270981,18.1,chr14:68270807-68270991,chr14:68270985-68270991
chr14,68271923,68271924,ZFYVE26.chr14.68271933.68272022,18.0,chr14:68271923-68272032,chr14:68271923-68271924
chr14,68272160,68272345,ZFYVE26.chr14.68272170.68272335,9.6,chr14:68272160-68272345,chr14:68272160-68272345
chr14,68274104,68274166,ZFYVE26.chr14.68274114.68274637,7.7,chr14:68274104-68274647,chr14:68274104-68274166
chr14,68274588,68274647,ZFYVE26.chr14.68274114.68274637,14.0,chr14:68274104-68274647,chr14:68274588-68274647
chr14,68282653,68282664,ZFYVE26.chr14.68282486.68282680,18.3,chr14:68282476-68282690,chr14:68282653-68282664
chr14,69256239,69256282,ZFP36L1.chr14.69256249.69257209,16.0,chr14:69256239-69257219,chr14:69256239-69256282
chr14,69256713,69256715,ZFP36L1.chr14.69256249.69257209,19.0,chr14:69256239-69257219,chr14:69256713-69256715
chr14,69256723,69256723,ZFP36L1.chr14.69256249.69257209,19.0,chr14:69256239-69257219,chr14:69256723-69256723
chr14,69256730,69257097,ZFP36L1.chr14.69256249.69257209,15.4,chr14:69256239-69257219,chr14:69256730-69257097
chr14,69257216,69257219,ZFP36L1.chr14.69256249.69257209,18.0,chr14:69256239-69257219,chr14:69257216-69257219
chr14,69259743,69259781,ZFP36L1.chr14.69259598.69259787,16.1,chr14:69259588-69259797,chr14:69259743-69259781
chr14,69259783,69259797,ZFP36L1.chr14.69259598.69259787,17.1,chr14:69259588-69259797,chr14:69259783-69259797
chr14,69262781,69262876,ZFP36L1.chr14.69262791.69262866,8.1,chr14:69262781-69262876,chr14:69262781-69262876
chr14,70245888,70245909,SLC10A1.chr14.70245899.70246077,16.3,chr14:70245888-70246087,chr14:70245888-70245909
chr14,70246060,70246087,SLC10A1.chr14.70245899.70246077,14.4,chr14:70245888-70246087,chr14:70246060-70246087
chr14,70263811,70263830,SLC10A1.chr14.70263517.70263872,19.0,chr14:70263506-70263882,chr14:70263811-70263830
chr14,70263838,70263882,SLC10A1.chr14.70263517.70263872,15.3,chr14:70263506-70263882,chr14:70263838-70263882
chr14,70346385,70346504,SMOC1.chr14.70346395.70346494,14.4,chr14:70346385-70346504,chr14:70346385-70346504
chr14,70419022,70419030,SMOC1.chr14.70418854.70419020,19.0,chr14:70418844-70419030,chr14:70419022-70419030
chr14,70477661,70477673,SMOC1.chr14.70477470.70477663,16.8,chr14:70477460-70477673,chr14:70477661-70477673
chr14,70480203,70480218,SMOC1.chr14.70480102.70480208,17.4,chr14:70480092-70480218,chr14:70480203-70480218
chr14,72939658,72939661,RGS6.chr14.72939580.72939661,19.0,chr14:72939569-72939671,chr14:72939658-72939661
chr14,72941322,72941417,RGS6.chr14.72941333.72941407,11.6,chr14:72941322-72941417,chr14:72941322-72941417
chr14,72943439,72943440,RGS6.chr14.72943450.72943548,19.0,chr14:72943439-72943558,chr14:72943439-72943440
chr14,72944986,72944988,RGS6.chr14.72944976.72945037,19.0,chr14:72944965-72945047,chr14:72944986-72944988
chr14,72976851,72976870,RGS6.chr14.72976862.72976987,12.9,chr14:72976851-72976997,chr14:72976851-72976870
chr14,73006738,73006812,RGS6.chr14.73006749.73006802,11.5,chr14:73006738-73006812,chr14:73006738-73006812
chr14,73614783,73614824,PSEN1.chr14.73614727.73614814,13.4,chr14:73614717-73614824,chr14:73614783-73614824
chr14,73637494,73637508,PSEN1.chr14.73637504.73637755,16.9,chr14:73637494-73637765,chr14:73637494-73637508
chr14,73640263,73640294,PSEN1.chr14.73640273.73640415,17.6,chr14:73640263-73640425,chr14:73640263-73640294
chr14,73640404,73640425,PSEN1.chr14.73640273.73640415,15.3,chr14:73640263-73640425,chr14:73640404-73640425
chr14,73659341,73659357,PSEN1.chr14.73659351.73659572,15.7,chr14:73659341-73659582,chr14:73659341-73659357
chr14,73659537,73659582,PSEN1.chr14.73659351.73659572,14.1,chr14:73659341-73659582,chr14:73659537-73659582
chr14,73664728,73664779,PSEN1.chr14.73664738.73664837,14.5,chr14:73664728-73664847,chr14:73664728-73664779
chr14,73664836,73664847,PSEN1.chr14.73664738.73664837,18.0,chr14:73664728-73664847,chr14:73664836-73664847
chr14,73678586,73678660,PSEN1.chr14.73678476.73678650,16.1,chr14:73678466-73678660,chr14:73678586-73678660
chr14,73685831,73685856,PSEN1.chr14.73685841.73685997,16.1,chr14:73685831-73686007,chr14:73685831-73685856
chr14,74121539,74121578,DNAL1.chr14.74121549.74121588,12.1,chr14:74121539-74121598,chr14:74121539-74121578
chr14,74125539,74125558,DNAL1.chr14.74125549.74125659,18.2,chr14:74125539-74125669,chr14:74125539-74125558
chr14,74125560,74125669,DNAL1.chr14.74125549.74125659,11.6,chr14:74125539-74125669,chr14:74125560-74125669
chr14,74138234,74138310,DNAL1.chr14.74138244.74138300,14.6,chr14:74138234-74138310,chr14:74138234-74138310
chr14,74153951,74153955,DNAL1.chr14.74153961.74154088,19.0,chr14:74153951-74154098,chr14:74153951-74153955
chr14,74154010,74154098,DNAL1.chr14.74153961.74154088,11.3,chr14:74153951-74154098,chr14:74154010-74154098
chr14,74416785,74416792,COQ6.chr14.74416795.74416883,16.9,chr14:74416785-74416893,chr14:74416785-74416792
chr14,74417052,74417055,COQ6.chr14.74417035.74417198,19.0,chr14:74417025-74417208,chr14:74417052-74417055
chr14,74417147,74417208,COQ6.chr14.74417035.74417198,11.7,chr14:74417025-74417208,chr14:74417147-74417208
chr14,74420274,74420282,COQ6.chr14.74420137.74420272,16.0,chr14:74420127-74420282,chr14:74420274-74420282
chr14,74531620,74531622,ALDH6A1.chr14.74531524.74531623,19.0,chr14:74531514-74531633,chr14:74531620-74531622
chr14,74531626,74531633,ALDH6A1.chr14.74531524.74531623,18.3,chr14:74531514-74531633,chr14:74531626-74531633
chr14,74531873,74531910,ALDH6A1.chr14.74531883.74532063,13.3,chr14:74531873-74532073,chr14:74531873-74531910
chr14,74533573,74533599,ALDH6A1.chr14.74533407.74533589,15.2,chr14:74533397-74533599,chr14:74533573-74533599
chr14,74534072,74534171,ALDH6A1.chr14.74534082.74534272,17.6,chr14:74534072-74534282,chr14:74534072-74534171
chr14,74534180,74534190,ALDH6A1.chr14.74534082.74534272,19.0,chr14:74534072-74534282,chr14:74534180-74534190
chr14,74534198,74534282,ALDH6A1.chr14.74534082.74534272,16.8,chr14:74534072-74534282,chr14:74534198-74534282
chr14,74535552,74535615,ALDH6A1.chr14.74535562.74535684,12.0,chr14:74535552-74535694,chr14:74535552-74535615
chr14,74535657,74535694,ALDH6A1.chr14.74535562.74535684,18.3,chr14:74535552-74535694,chr14:74535657-74535694
chr14,74537887,74537935,ALDH6A1.chr14.74537897.74538200,12.7,chr14:74537887-74538210,chr14:74537887-74537935
chr14,74538129,74538136,ALDH6A1.chr14.74537897.74538200,19.0,chr14:74537887-74538210,chr14:74538129-74538136
chr14,74538138,74538210,ALDH6A1.chr14.74537897.74538200,12.6,chr14:74537887-74538210,chr14:74538138-74538210
chr14,74538588,74538592,ALDH6A1.chr14.74538598.74538677,19.0,chr14:74538588-74538687,chr14:74538588-74538592
chr14,74538601,74538601,ALDH6A1.chr14.74538598.74538677,19.0,chr14:74538588-74538687,chr14:74538601-74538601
chr14,74706254,74706293,VSX2.chr14.74706264.74706634,15.2,chr14:74706254-74706644,chr14:74706254-74706293
chr14,74706472,74706472,VSX2.chr14.74706264.74706634,19.0,chr14:74706254-74706644,chr14:74706472-74706472
chr14,74706474,74706526,VSX2.chr14.74706264.74706634,16.9,chr14:74706254-74706644,chr14:74706474-74706526
chr14,74706587,74706644,VSX2.chr14.74706264.74706634,13.5,chr14:74706254-74706644,chr14:74706587-74706644
chr14,74711857,74711861,VSX2.chr14.74711867.74711991,19.0,chr14:74711857-74712001,chr14:74711857-74711861
chr14,74727286,74727354,VSX2.chr14.74727296.74727622,15.5,chr14:74727286-74727632,chr14:74727286-74727354
chr14,74727562,74727632,VSX2.chr14.74727296.74727622,12.6,chr14:74727286-74727632,chr14:74727562-74727632
chr14,74754899,74754972,ABCD4.chr14.74754910.74754962,6.6,chr14:74754899-74754972,chr14:74754899-74754972
chr14,74759846,74759846,ABCD4.chr14.74759857.74759951,19.0,chr14:74759846-74759961,chr14:74759846-74759846
chr14,74759934,74759961,ABCD4.chr14.74759857.74759951,16.8,chr14:74759846-74759961,chr14:74759934-74759961
chr14,74766368,74766388,ABCD4.chr14.74766251.74766378,17.5,chr14:74766240-74766388,chr14:74766368-74766388
chr14,74951268,74951275,NPC2.chr14.74951117.74951290,15.5,chr14:74951107-74951300,chr14:74951268-74951275
chr14,74953133,74953149,NPC2.chr14.74953031.74953139,19.0,chr14:74953021-74953149,chr14:74953133-74953149
chr14,74959885,74959909,NPC2.chr14.74959895.74959977,17.7,chr14:74959885-74959987,chr14:74959885-74959909
chr14,74967576,74967605,LTBP2.chr14.74967586.74967732,15.6,chr14:74967576-74967742,chr14:74967576-74967605
chr14,74969345,74969352,LTBP2.chr14.74969355.74969637,17.4,chr14:74969345-74969647,chr14:74969345-74969352
chr14,74969535,74969549,LTBP2.chr14.74969355.74969637,18.5,chr14:74969345-74969647,chr14:74969535-74969549
chr14,74969911,74969918,LTBP2.chr14.74969921.74970089,17.8,chr14:74969911-74970099,chr14:74969911-74969918
chr14,74971874,74971887,LTBP2.chr14.74971685.74971877,16.7,chr14:74971675-74971887,chr14:74971874-74971887
